"","X","WS12.2","WS14.2","WS17.2","WS18.2","WS2.2","WS21.2","WS23.2","WS24.2","WS27.2","WS32.2","WS33.2","WS34.2","WS36.2","WS37.2","WS38.2","WS39.2","WS4.2","WS40.2","WS42.2","WS43.2","WS47.2","WS5.2","WS6.2","WS8.2","WS9.2","Ensembl"
"ENSG00000182712 - CMC4","CMC4",157.384,90.359,39.703,80.865,136.274,175.771,63.191,44.073,114.103,70.18,92.706,356.235,200.124,37.265,117.094,310.804,113.299,173.398,142.127,70.516,46.027,130.672,116.242,549.32,79.558,"ENSG00000182712"
"ENSG00000182718 - ANXA2","ANXA2",29742.99,14142.369,10605.402,35215.951,25993.861,22183.824,12963.981,14090.713,10145.855,13112.67,23917.378,42787.65,47985.338,9324.886,26156.268,48753.194,23340.047,25713.918,39475.51,12468.165,15258.436,25261.184,21023.917,79791.719,13605.429,"ENSG00000182718"
"ENSG00000182732 - RGS6","RGS6",16,2,0,2,2,1,0,2,0,5,3,1,0,0,1,4,2,2,0,0,0,6,0,0,3,"ENSG00000182732"
"ENSG00000182742 - HOXB4","HOXB4",60,54,11,16,31,25,6,18,29,31,20,21,23,6,10,36,22,22,17,14,12,22,4,34,0,"ENSG00000182742"
"ENSG00000182747 - SLC35D3","SLC35D3",0,1,0,1,1,0,3,0,1,0,1,2,0,0,6,9,0,0,11,3,2,0,4,10,4,"ENSG00000182747"
"ENSG00000182749 - PAQR7","PAQR7",61,75,11,32,21,110,14,16,36,38,33,77,39,3,36,87,26,47,21,65,24,36,18,142,12,"ENSG00000182749"
"ENSG00000182752 - PAPPA","PAPPA",23,5,2,11,2,6,2,1,6,15,8,6,2,1,8,7,15,5,1,4,0,7,0,1,1,"ENSG00000182752"
"ENSG00000182759 - MAFA","MAFA",7,6,3,2,5,1,3,1,0,5,0,1,4,1,2,14,4,4,3,0,1,1,8,11,1,"ENSG00000182759"
"ENSG00000182768 - NGRN","NGRN",1848.56,1046.065,376,1034.482,1557.277,1738.629,736.949,796.652,591.74,673.704,1200.273,2088.197,1443.589,569.14,1431.685,2282.26,1197,1349.676,1219.234,798.512,835.037,1762.777,1066.643,3773.284,816.751,"ENSG00000182768"
"ENSG00000182771 - GRID1","GRID1",16,7,1,3,3,7,0,4,7,4,2,7,0,1,5,3,3,3,1,2,9,2,0,2,3,"ENSG00000182771"
"ENSG00000182782 - HCAR2","HCAR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,"ENSG00000182782"
"ENSG00000182783 - OR2T29","OR2T29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182783"
"ENSG00000182791 - CCDC87","CCDC87",13,6,1,3,11,11,10,5,6,0,14,19,3,1,28,27,8,22,25,5,8,9,13,35,10,"ENSG00000182791"
"ENSG00000182793 - GSTA5","GSTA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182793"
"ENSG00000182795 - C1orf116","C1orf116",4564,1231,609,2436,1683,1617,664,1228,428,336,2371,2325,982,1411,1285,1429,1197,1612,1650,586,2298,2438,1683,3542,2342,"ENSG00000182795"
"ENSG00000182796 - TMEM198B","TMEM198B",169,171,29,49.001,132.001,158,43,67.999,87,55,105.001,148,27,24,87,230,73,103,100,57,85.001,119.001,48.999,235,57,"ENSG00000182796"
"ENSG00000182798 - MAGEB17","MAGEB17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ENSG00000182798"
"ENSG00000182809 - CRIP2","CRIP2",263.001,282,9,85,68,137,46,35,163,274.001,89,44,26,18,112,74,19,59,68,65,95.001,39,25,113,39,"ENSG00000182809"
"ENSG00000182810 - DDX28","DDX28",122,103,23,80,88,233,59,67,71,78,88,306,218,26,254,321,85,183,130,95,39,106,117,587,94,"ENSG00000182810"
"ENSG00000182816 - KRTAP13-2","KRTAP13-2",100,8,4,21,20,36,16,143,8,21,42,38,6,7,49,10,51,9,17,2,33,160,59,42,16,"ENSG00000182816"
"ENSG00000182827 - ACBD3","ACBD3",1001,479,223,720,919,890,450,377,287,276,816,1121,326,385,1162,1230,633,1037,1050,354,531,1123,570,3486,643,"ENSG00000182827"
"ENSG00000182836 - PLCXD3","PLCXD3",6,5,0,1,3,1,5,3,1,1,0,3.238,2,0,4,7,0,2,0,0,3.239,1,0,5,3,"ENSG00000182836"
"ENSG00000182841 - RRP7BP","RRP7BP",27.643,47.119,1.183,34.872,27.865,41.275,8.488,19.914,16.638,48.885,10.446,41.724,79.336,0,72.283,125.619,29.349,13.293,12.102,42.924,8.137,25.199,22.899,75.743,8.971,"ENSG00000182841"
"ENSG00000182853 - VMO1","VMO1",7,11,5,5,11,4,1,3,7,7,0,6,1,3,1,1,8,5,5,3,3,6,7,8,0,"ENSG00000182853"
"ENSG00000182854 - OR4F15","OR4F15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182854"
"ENSG00000182858 - ALG12","ALG12",1086,447,220.001,389,694,548,362,366.999,264,274,649,1025,630,282,785,1291,621,629,824.999,397,483.001,677,537,2110,353,"ENSG00000182858"
"ENSG00000182866 - LCK","LCK",305,146.999,31,125,36,267.999,15,154,143,68,132,253,49,24,80.001,110,49,314.999,72,63,112,206,90,90,19,"ENSG00000182866"
"ENSG00000182871 - COL18A1","COL18A1",284.999,180,10,86,55,125,40,40,143,355,114,105,37,16,246.74,160,23,131,91,47,192,14,14,70,9,"ENSG00000182871"
"ENSG00000182872 - RBM10","RBM10",1639,1155.999,588,765.001,1158,1516,615,682.999,552,806,1437,2142,1170,498,1653,2592.999,1101,1609.001,1819,745.001,948.001,1343,907.001,4150,688,"ENSG00000182872"
"ENSG00000182885 - ADGRG3","ADGRG3",13,10,0,2,0,1,2,14,1,1,7,0,1,4,3,0,2,1,1,5,10,14,9,3,0,"ENSG00000182885"
"ENSG00000182896 - TMEM95","TMEM95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182896"
"ENSG00000182898 - TCHHL1","TCHHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"ENSG00000182898"
"ENSG00000182901 - RGS7","RGS7",2.079,0,0,0,3.221,3.078,0,0,1,0,2,0,0,1,0,1,2,3,0,2,0,5.058,1,2,0,"ENSG00000182901"
"ENSG00000182902 - SLC25A18","SLC25A18",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182902"
"ENSG00000182903 - ZNF721","ZNF721",251.833,117.897,62.438,124.287,133.514,206.319,80.628,94.52,86.471,49.24,167.962,293.704,134.949,86.139,227.285,271.823,116.72,223.293,122.381,102.59,129.249,285.879,159.833,454.414,114.581,"ENSG00000182903"
"ENSG00000182916 - TCEAL7","TCEAL7",7,9,1,7,4,7,0,2,0,11,2,0,1,0,5,1,0,2,4,2,5,3,3,2,0,"ENSG00000182916"
"ENSG00000182919 - C11orf54","C11orf54",3600.709,901.56,397.875,1459.996,2788.945,1575.098,940.327,1395.641,747,299.951,1986.774,2674.344,757,1461,1298.505,2271.883,2550.681,1481.886,1912.105,1247.517,1157.631,2615.523,2190.557,4299.496,1043.822,"ENSG00000182919"
"ENSG00000182923 - CEP63","CEP63",351,194.001,89.999,164.999,228,326.999,110.999,182,141,113,244,439.001,241.999,112.999,425.999,534.999,242,342,347,194.997,218,322.999,229.001,1095.998,139,"ENSG00000182923"
"ENSG00000182931 - WFDC10B","WFDC10B",2,4,0,2,4,0,0,0,4,1,1,2,0,0,0,1,0,1,0,1,0,1,4,2,0,"ENSG00000182931"
"ENSG00000182934 - SRPRA","SRPRA",2516,1088,554,1428,1824,1876,1072,1064,1084,725,1761,2762.999,1638,850,2234,3493,1552,2175,2214.001,1030,1377,2010,1490,5266,1041.999,"ENSG00000182934"
"ENSG00000182938 - OTOP3","OTOP3",264,256,36,53,459,96,66,239,36,70,355,96,11,90,38,132,175,54,51,156,99,221,159,250,77,"ENSG00000182938"
"ENSG00000182944 - EWSR1","EWSR1",3215.997,2688.998,843.999,2335,2200.001,3487.674,1266.001,1654,1520.001,1652,2579,5256.997,3087,934,4355.002,7053.986,2260.991,3819.002,4313.824,1866,1614.999,2953.99,2136,12042.001,1764.004,"ENSG00000182944"
"ENSG00000182950 - ODF3L1","ODF3L1",4,1,3,1,6,4,2,4,5,8,3,2,2,0,5,37,0,1,4,5,1,2,4,33,0,"ENSG00000182950"
"ENSG00000182952 - HMGN4","HMGN4",1326,721,300,899,1759,1413,612,540,529,423,877,1331,654,389,1128,1444,1102,1147,1136,486,755,1327,1090,3304,719,"ENSG00000182952"
"ENSG00000182957 - SPATA13","SPATA13",1831.979,516.286,371,402,515,585.999,257,803.999,292,176,1116.916,1408.738,168,422,787.657,883,826.676,1153.972,731.78,459.724,765,1225.001,662,1527.192,559.214,"ENSG00000182957"
"ENSG00000182963 - GJC1","GJC1",19,10,1,15,4,8,0,2,6,15,4,0,1,0,8,4,0,7,2,1,4,0,2,0,3,"ENSG00000182963"
"ENSG00000182968 - SOX1","SOX1",0,0,0,0,0,0,1,3,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,"ENSG00000182968"
"ENSG00000182973 - CNOT10","CNOT10",679,299,138,278.001,335.001,486,217,240.001,220,169,387.999,796,379.999,207,619.999,839,442,561.001,483.999,236,340.001,616.998,366.999,1334,242,"ENSG00000182973"
"ENSG00000182974 - OR4M2B","OR4M2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000182974"
"ENSG00000182979 - MTA1","MTA1",859.001,601,147,252.001,476.999,574,300.001,290,313.792,303.522,525.948,960.999,354,202.951,589.999,982.001,526,481.999,508,317.001,310.999,609.449,379.67,1456,248.001,"ENSG00000182979"
"ENSG00000182983 - ZNF662","ZNF662",61,54.001,5,20,15,30,4,22,16,25,21,48,23,2,29,30,56,20,18.001,28,6,63,20,39,14,"ENSG00000182983"
"ENSG00000182985 - CADM1","CADM1",149,57.999,5,38,22.001,45,10,30,67.999,55,52,46.001,22.999,15.999,46,47,17,39,17,20,39,93,18.001,90.002,22.001,"ENSG00000182985"
"ENSG00000182986 - ZNF320","ZNF320",252.467,249.604,54,231,214.849,230,102,98.646,104.089,118,133.684,253.646,102.561,108,203.233,293.104,184.421,138.845,164,213.889,116.548,371,168.003,535.751,79,"ENSG00000182986"
"ENSG00000182993 - C12orf60","C12orf60",12,6,4,0,5,4,2,6,5,4,5,17,7,1,14,10,4,7,5,1,3,4,5,40,1,"ENSG00000182993"
"ENSG00000183010 - PYCR1","PYCR1",173,398.999,60,292,558,864,425.999,147,325,415,288.001,987.001,909.999,84.368,1799.824,3096,167,839,1229.002,216,99.999,356.998,414,5513.205,294.999,"ENSG00000183010"
"ENSG00000183011 - NAA38","NAA38",715.999,867.999,244.998,488,868,1189,514,424.001,475,697.999,661,1477,1198,188.001,1235,2117.001,684.001,810.001,1223,540,355.001,816,922,4101.001,468,"ENSG00000183011"
"ENSG00000183018 - SPNS2","SPNS2",174,110.999,190,563,139.999,84,100,88,79,76,76,167,301,64,149,132,87,165,325,54,40,76,149,502.001,175,"ENSG00000183018"
"ENSG00000183019 - MCEMP1","MCEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183019"
"ENSG00000183020 - AP2A2","AP2A2",221.485,800.727,168.421,968.135,469.207,751.814,265.783,661.818,249.74,686.17,448.88,663.287,262.689,116.797,659.424,963.444,955.907,193.924,1856.752,742.523,89.449,489.716,1053.539,1418.823,100.53,"ENSG00000183020"
"ENSG00000183023 - SLC8A1","SLC8A1",60.001,44,4,22,11,24,13.013,15.001,10,24,22,30,0,1,17,8,2.963,36,19.001,12,19,11,9,18,20,"ENSG00000183023"
"ENSG00000183024 - OR1G1","OR1G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183024"
"ENSG00000183032 - SLC25A21","SLC25A21",1,5,0,0,0,5,0,1,2,0,1,9,1,0,5,2,1,5,0,1,5,1,0,12,4,"ENSG00000183032"
"ENSG00000183034 - OTOP2","OTOP2",14497,13901.999,2019,5726,21291.999,5276,5211.999,7991,2771,2865,12660.999,4907,1460,2810,2824,6836.001,6873,2528,2713,7281,4347.001,12602,6279,8748,3925,"ENSG00000183034"
"ENSG00000183035 - CYLC1","CYLC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183035"
"ENSG00000183036 - PCP4","PCP4",4,2,2,1,8,4,0,8,2,2,3,3,1,0,1,13,4,0,9,1,5,5,6,5,0,"ENSG00000183036"
"ENSG00000183044 - ABAT","ABAT",2504,369,496,541,1189,785,419,658,199,228,938,1267.999,229,657,660,897,1472,1023.001,723,519,878,1105,629,1864.001,392,"ENSG00000183044"
"ENSG00000183048 - SLC25A10","SLC25A10",785.001,1024,196.999,395,1814.929,1912.266,1248,668.235,960.999,923,819.026,1870.951,1389.848,239,1912.544,3195.597,877.001,1377.717,1976.779,916,434,958,983.001,6042.437,630,"ENSG00000183048"
"ENSG00000183049 - CAMK1D","CAMK1D",1672.078,565,214,358,754,919.035,297,583,408,248,918,1214.014,532.029,281,760,983,876,938,448,592.017,418,2109.28,659,1909,536,"ENSG00000183049"
"ENSG00000183054 - RGPD6","RGPD6",0,0,0,0,1.273,1.192,1.053,0,8.537,0,0,0,0,0,0,0,4.516,0,31.669,208.878,0,9.084,0,0,0,"ENSG00000183054"
"ENSG00000183060 - LYSMD4","LYSMD4",235.001,96,41,72,154,124.999,61,80,56,67,148,151,93,106,71,121,131,106.999,124.999,84,112,183,100,302,73,"ENSG00000183060"
"ENSG00000183066 - WBP2NL","WBP2NL",16,7,1,8,2,5,6,2,4,3,9,3,3,7,2,7,8,3,6,2,3,8,5,13,11,"ENSG00000183066"
"ENSG00000183072 - NKX2-5","NKX2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183072"
"ENSG00000183077 - AFMID","AFMID",167,174.999,27,56.999,148.999,199.999,89.001,65.001,103,76,125.999,265.999,184,20,238,363.004,110.001,153.001,158,117.001,78.999,195,141.999,585.001,89,"ENSG00000183077"
"ENSG00000183087 - GAS6","GAS6",1983.001,2150.999,445,896,1486,2126,1171,1078,992,1013.998,1312,3290,2231,461,2273.999,3128,1388,2097,1770.001,1444.999,1062,2424,1562,6032,1091.001,"ENSG00000183087"
"ENSG00000183090 - FREM3","FREM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ENSG00000183090"
"ENSG00000183091 - NEB","NEB",2,2,0,0.999,0,2.999,0,4,0,0,0,1,0,0,5,4,11.001,0,0,2,0,0.999,1,0,1,"ENSG00000183091"
"ENSG00000183092 - BEGAIN","BEGAIN",55,33,18,22,31,9,4,12,17,14,4,14,14,18,27,24,15,22,9,4,0,4,13,38.001,29.999,"ENSG00000183092"
"ENSG00000183098 - GPC6","GPC6",97,52,1,27,13,25,1,4,5,27,16,15,3,3,52,13,11,8,6,5,15,10,3,3,8,"ENSG00000183098"
"ENSG00000183111 - ARHGEF37","ARHGEF37",1013,464,253,431,723,236,335,431,244,242,800,1135,195,272,595,723,677,597,735,330,582,953,464,1436,396,"ENSG00000183111"
"ENSG00000183114 - FAM43B","FAM43B",5,12,3,0,1,6,0,1,1,2,3,8,7,0,0,10,0,0,1,0,1,1,2,0,0,"ENSG00000183114"
"ENSG00000183117 - CSMD1","CSMD1",5,25,0,4,0,6,2,2,10,0,5,17,4,0,1,5,24,2,8,4,0,5,3,10,1,"ENSG00000183117"
"ENSG00000183128 - CALHM3","CALHM3",0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,"ENSG00000183128"
"ENSG00000183134 - PTGDR2","PTGDR2",19,33,2,0,14,10,12,9,28,7,20,26,2,0,44,20,12,35,16,5,14,4,14,53,5,"ENSG00000183134"
"ENSG00000183137 - CEP57L1","CEP57L1",158.999,130,31.001,64.999,130,132.001,46,47.001,55,39.004,95.381,225.999,83.999,50.001,174.001,219,162.904,145,111,71.998,84.001,138,87.001,419.001,79.998,"ENSG00000183137"
"ENSG00000183145 - RIPPLY3","RIPPLY3",4,0,2,2,2,1,0,0,4,1,0,1,0,0,0,1,0,4,0,0,0,2,1,1,2,"ENSG00000183145"
"ENSG00000183148 - ANKRD20A2P","ANKRD20A2P",45.685,16.055,13.045,6.303,10.414,6.319,0,6.728,3.912,4.598,0,7.268,0,5.313,0,0,1.147,0,0,6.056,1.902,18.88,0,0,0,"ENSG00000183148"
"ENSG00000183150 - GPR19","GPR19",3,6,1,0,0,5,0,0,2,7,1,7,1,0,10,7,0,4,1,0,1,5,0,8,0,"ENSG00000183150"
"ENSG00000183153 - GJD3","GJD3",27,24,3,4,6,21,4,18,22,9,24,21,6,6,8,21,3,9,13,16,21,21,6,25,9,"ENSG00000183153"
"ENSG00000183155 - RABIF","RABIF",833,340,227,355,598,413,209,318,159,188,585,635,302,227,428,704,628,473,529,322,428,710,446,1180,337,"ENSG00000183155"
"ENSG00000183160 - TMEM119","TMEM119",90,50,7,61,9,265,10,46,194,78,87,70,9,0,118,60,9,151,43,69,65,100,0,2,4,"ENSG00000183160"
"ENSG00000183161 - FANCF","FANCF",306,177,84,153,236,278,118,179,146,97,245,470.756,167,68,397,296,215,279,230,142,155,356,226,1017,128,"ENSG00000183161"
"ENSG00000183166 - CALN1","CALN1",0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,"ENSG00000183166"
"ENSG00000183172 - SMDT1","SMDT1",254.712,134.237,58.333,120.053,323.497,241.934,87.499,87.908,101.322,62.207,178.363,0,211.603,77.391,182.654,317.386,103.436,194.605,194.142,173.435,149.723,163.339,233.243,617.636,117.147,"ENSG00000183172"
"ENSG00000183185 - GABRR3","GABRR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183185"
"ENSG00000183186 - C2CD4C","C2CD4C",4,7,0,0,3,1,0,0,3,6,1,1,0,1,2,2,0,1,1,0,1,1,1,1,4,"ENSG00000183186"
"ENSG00000183196 - CHST6","CHST6",279.101,58.026,66,99.026,69.019,73.035,24.019,106.046,18,49.074,223.063,162.035,32.001,40.028,59.044,76.024,163.052,152.021,102.121,40.06,106.017,196.548,115.062,196.008,75.014,"ENSG00000183196"
"ENSG00000183199 - HSP90AB3P","HSP90AB3P",0,0,0,1.002,1.001,0,0,0,0,1.003,0,0,2.739,0,0,1.038,0,1.147,1.006,0,0,0,0,5.028,0,"ENSG00000183199"
"ENSG00000183206 - POTEC","POTEC",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ENSG00000183206"
"ENSG00000183207 - RUVBL2","RUVBL2",1103,910.999,264.999,606.999,747.001,1293.999,515,501.999,570,651,806,2497.001,1844,290,2215,3324,684,1264.001,1534,810,523.001,1025.999,853,5581,541,"ENSG00000183207"
"ENSG00000183208 - GDPGP1","GDPGP1",224.904,147.619,63,193.906,257,226.448,107.562,127.67,105,111.598,214.316,217,178,86.289,160,316.539,163,192.357,234,106,146.271,232,125.294,532.758,110.551,"ENSG00000183208"
"ENSG00000183230 - CTNNA3","CTNNA3",30,8,0,1,3.999,2,2,2,1,8,2,3,0,0,8,9,1,6.999,2,1,15,4,4,8,4,"ENSG00000183230"
"ENSG00000183246 - RIMBP3C","RIMBP3C",0,4.474,4,0,0,0,2,1,4.089,0,0,11.685,0,0,5,0,6,0,0,0,0,1.201,0,0,0,"ENSG00000183246"
"ENSG00000183248 - PRR36","PRR36",10,7,1,6,2,11,2,2,4,0,2,10,5,2,5,11,0,4,2,1,4,8,2,14,5,"ENSG00000183248"
"ENSG00000183251 - OR51B4","OR51B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183251"
"ENSG00000183255 - PTTG1IP","PTTG1IP",30702.999,8623,5908,8177.999,7426,8768,6654.001,8339,4426,2752,15388,18379.001,4269,7865,6695,11389,13422.001,11291,8235,7591.999,10020,27362,12451,19067,10382,"ENSG00000183255"
"ENSG00000183258 - DDX41","DDX41",1188,794,278.999,665,925.001,1143.001,568,538.001,509.001,571.002,786.999,1739.999,1194.001,295,1477.001,2195,843,1167.999,1465.002,690.001,615,786,827.999,3766.001,465.001,"ENSG00000183258"
"ENSG00000183260 - ABHD16B","ABHD16B",0,4,1,4,0,4,0,1,0,0,2,3,2,0,3,1,1,0,3,1,0,2,0,1,0,"ENSG00000183260"
"ENSG00000183269 - OR52E8","OR52E8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183269"
"ENSG00000183273 - CCDC60","CCDC60",7,11,2,4,11,10,3,2,4,0,6,9,7,0,17,36,7,5,0,1,0,12,4,71,8,"ENSG00000183273"
"ENSG00000183281 - PLGLB1","PLGLB1",2,39.867,5,4,13,11.839,4,6,10,6.792,13.801,13.48,3,9,0,6,10.423,3,8.001,5,17.955,7,15.972,11,1,"ENSG00000183281"
"ENSG00000183283 - DAZAP2","DAZAP2",19892.001,8694.998,4335.001,7933,12851.999,9336.001,4409,7712,3624,3070.999,13369,14713,3798,5637,6208.001,9886.001,12962,11428,8626,5696.001,8651.001,15194.988,11557.002,21925,7905,"ENSG00000183283"
"ENSG00000183287 - CCBE1","CCBE1",97,35.059,1.037,30,7.775,20,2,6,7,34,4,1,7.001,1,14,0,0,1,11,3,18,0,0,7.006,0,"ENSG00000183287"
"ENSG00000183291 - SELENOF","SELENOF",3362.001,1335,775,1556.001,2707,2197.999,1132,1298.001,913,743,2623,3995.999,1883.999,1017,2772.001,3418,2672.001,2632,2182,1331,1636,3885,2479,7978,1467.001,"ENSG00000183291"
"ENSG00000183292 - PRSS40A","PRSS40A",0,0,0,0,0,0,0,0,0.986,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"ENSG00000183292"
"ENSG00000183303 - OR5P2","OR5P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183303"
"ENSG00000183304 - FAM9A","FAM9A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183304"
"ENSG00000183305 - MAGEA2B","MAGEA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183305"
"ENSG00000183307 - TMEM121B","TMEM121B",3,4,0,1,2,0,5,0,2,1,2,0,4,1,2,7,0,7,3,0,0,2,1,15,1,"ENSG00000183307"
"ENSG00000183309 - ZNF623","ZNF623",193.841,19.194,0,61.786,0,164.79,48.176,52.84,105,20.539,84.529,217.325,55.33,0,102.242,106.467,158,75.623,123.157,100.599,169.867,181.429,63.536,220.898,86.316,"ENSG00000183309"
"ENSG00000183310 - OR2T34","OR2T34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183310"
"ENSG00000183313 - OR52L1","OR52L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183313"
"ENSG00000183317 - EPHA10","EPHA10",1380,513.999,137,524,575,485,246,252.999,148,217,1015,957,326,411,576,548,927,557,646.999,528.001,622.999,1127,656,1168.999,345,"ENSG00000183317"
"ENSG00000183318 - SPDYE4","SPDYE4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ENSG00000183318"
"ENSG00000183323 - CCDC125","CCDC125",238.45,225.691,43.302,124.796,372.727,384.333,191.843,182.986,107.522,115.596,261.745,224.958,195.123,93.617,491,544.458,180.999,262.683,340.339,183.799,178.927,398.279,184.631,1014.759,117.229,"ENSG00000183323"
"ENSG00000183324 - REC114","REC114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183324"
"ENSG00000183336 - BOLA2","BOLA2",697.989,446.305,189.563,883.507,1432.154,1296.917,601.857,536.991,609.911,655.6,691.778,1180.593,1299.626,306.528,565.123,1462.002,952.614,701.802,816.959,356.24,416.197,1078.033,867.131,2300.388,482.737,"ENSG00000183336"
"ENSG00000183337 - BCOR","BCOR",572,190,63,301,187.999,326.999,142.999,181,148,112,333.999,540.001,140,194,529.999,633,205,545,387,197,287.001,338,224.001,766.999,217,"ENSG00000183337"
"ENSG00000183340 - JRKL","JRKL",169,96,25,78,78,119,42,71,52,38,91,239,63,69,160,206,72,142,78,81,88,146,90,341,73,"ENSG00000183340"
"ENSG00000183346 - CABCOCO1","CABCOCO1",2,0,0,0,2,0,0,0,2,4,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,"ENSG00000183346"
"ENSG00000183347 - GBP6","GBP6",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183347"
"ENSG00000183354 - KIAA2026","KIAA2026",682.001,346,149,269,383,395,133,274.999,207,200,385.068,489.001,316,200,300,402,349.999,421,325,187,285.001,490,214,656.001,216,"ENSG00000183354"
"ENSG00000183378 - OVCH2","OVCH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000183378"
"ENSG00000183379 - SYNDIG1L","SYNDIG1L",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,"ENSG00000183379"
"ENSG00000183386 - FHL3","FHL3",52,22,2,17,6,15,4,12,48,36,10,24,8,2,31,14,3,12,9,13,9,17,3,10,3,"ENSG00000183386"
"ENSG00000183389 - OR56A4","OR56A4",0,0,0,0,3,0,2,0,0,0,0,0,2.294,0,0,0,4.001,0,0,0,0,0,0,2,0,"ENSG00000183389"
"ENSG00000183395 - PMCH","PMCH",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ENSG00000183395"
"ENSG00000183396 - TMEM89","TMEM89",2,2,0,0,0,3,3,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,"ENSG00000183396"
"ENSG00000183401 - CCDC159","CCDC159",228.999,158,67.999,143.001,205,150,89.001,136.999,92,89,177.001,217,190,73,115.999,227,99,170.999,183,204.001,125,165.001,145.999,375.001,62,"ENSG00000183401"
"ENSG00000183421 - RIPK4","RIPK4",1400,415,335,352,504,363,239,590,181,138,616,853,205,436,402,704,780,842,724,237,654,915,414,1692,757,"ENSG00000183421"
"ENSG00000183423 - LRIT3","LRIT3",4,10,1,0,0,0,0,0,0,1,0,4,0,0,0,0,3,1,0,3,0,2,1,1,1,"ENSG00000183423"
"ENSG00000183426 - NPIPA1","NPIPA1",184.519,47.626,38.33,65.105,89.362,157.287,30.455,108.807,36.277,60.606,149.761,152.722,40.042,59.027,58.361,57.235,59.54,175.014,59.581,229.623,96.648,288.833,90.88,208.691,53.985,"ENSG00000183426"
"ENSG00000183431 - SF3A3","SF3A3",843.999,641,144,396,444,1110,376,337,420,452,476,1765.999,989,161,1461.999,2105,458,984.999,852.999,455,332,652,596,3275,359,"ENSG00000183431"
